FID,OBJECTID,COD_ISTATN,NOME_COM,NOME_PRO,SIG_PRO,NOME_REG,SHAPE_AREA,SHAPE_LEN,POSITIVI,DECEDUTI,TOTALE,Shape__Area,Shape__Length
"697","755","03097017",CASSAGO BRIANZA,LECCO,LC,LOMBARDIA,"3522195.81066969","12375.9697559","17","1","18",7234879.68945313,17736.4319358535
"698","756","03016129",LURANO,BERGAMO,BG,LOMBARDIA,"4078315.00715515","10631.8441948759","18","2","20",8326595.33251953,15191.0873185398
"699","757","03015125",LOCATE DI TRIULZI,MILANO,MI,LOMBARDIA,"12349639.9424035","24429.2601472301","23","8","31",25030142.0800781,34786.0603279788
"700","758","03019041",DOVERA,CREMONA,CR,LOMBARDIA,"20538485.7968065","23711.4306475722","20","4","24",41636845.9941406,33758.2100436322
"701","759","03108024",GIUSSANO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"10193120.4622105","22770.9869926772","44","4","48",20905133.8959961,32618.6457545291
"702","760","03014071",VALDIDENTRO,SONDRIO,SO,LOMBARDIA,"244278237.843335","113551.013884091","13","3","16",515582670.744141,165003.18832732
"703","761","03098060",VILLANOVA DEL SILLARO,LODI,LO,LOMBARDIA,"13843851.1434665","30403.3222869981","8","1","9",27942241.9086914,43196.3674070184
"704","762","03016103",FOPPOLO,BERGAMO,BG,LOMBARDIA,"16448719.3081691","21199.2584730914","1","0","1",34163238.6401367,30538.1600258559
"705","763","03017037",CAPRIANO DEL COLLE,BRESCIA,BS,LOMBARDIA,"14020653.161052","22024.0951453329","23","5","28",28505522.6499023,31415.2242314907
"706","764","03017043",CASTENEDOLO,BRESCIA,BS,LOMBARDIA,"26282097.0026106","27624.3785100863","62","5","67",53459543.6801758,39395.8182850638
"707","765","03017039",CARPENEDOLO,BRESCIA,BS,LOMBARDIA,"30245869.3840554","25253.8446467776","89","17","106",61263688.6801758,35944.7628030524
"708","766","03018154",SUARDI,PAVIA,PV,LOMBARDIA,"9857033.24818401","26322.0215367693","1","1","2",19749120.7827148,37257.9521194136
"709","767","03019064",OSTIANO,CREMONA,CR,LOMBARDIA,"19472168.2800163","32564.2749310335","23","5","28",39273154.1777344,46243.8501261691
"710","769","03014018",CHIAVENNA,SONDRIO,SO,LOMBARDIA,"11077276.0079162","22487.4214885467","7","2","9",23241251.5732422,32581.7165727451
"711","770","03015150",MORIMONDO,MILANO,MI,LOMBARDIA,"26105919.3612515","32175.0435130552","2","0","2",52884051.7900391,45795.4432347502
"712","771","03018169",VALLE SALIMBENE,PAVIA,PV,LOMBARDIA,"7691787.00946201","18733.2308963943","5","0","5",15483938.4814453,26581.704046928
"713","772","03016026",BIANZANO,BERGAMO,BG,LOMBARDIA,"6667220.97560963","13842.6814995559","3","3","6",13711945.3984375,19845.258853697
"714","768","03108034",MUGGIO`,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"5489567.351531","15423.1131797366","51","13","64",11216724.0454102,22047.2228253952
"715","773","03017108",MILZANO,BRESCIA,BS,LOMBARDIA,"8512109.96929723","16724.2879715925","8","1","9",17198271.5043945,23771.7968789323
"716","775","03108016",CARNATE,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"3531264.06206153","14608.9682027701","26","3","29",7230597.04199219,20905.0845363521
"717","776","03097048",MERATE,LECCO,LC,LOMBARDIA,"11024443.8574605","23981.5008754892","68","14","82",22617156.4814453,34359.9188789801
"718","777","03016001",ADRARA SAN MARTINO,BERGAMO,BG,LOMBARDIA,"12589348.315179","27440.7971828106","4","2","6",25831746.9663086,39316.0136009146
"719","778","03020028",GUIDIZZOLO,MANTOVA,MN,LOMBARDIA,"22487770.8936062","21898.0235458844","55","6","61",45482329.6123047,31150.312672309
"720","779","03013042",CANZO,COMO,CO,LOMBARDIA,"11172351.2801895","18089.9801395055","11","4","15",23040365.8583984,25965.9076018169
"721","780","03012058",CUASSO AL MONTE,VARESE,VA,LOMBARDIA,"16133446.7410929","19320.0012273377","2","0","2",33344707.6254883,27785.6534730359
"722","781","03016153",OSIO SOTTO,BERGAMO,BG,LOMBARDIA,"7636886.61014","15464.2576968081","71","23","94",15618441.09375,22110.5784089608
"723","782","03016018",BAGNATICA,BERGAMO,BG,LOMBARDIA,"6358476.62219703","13488.5517106032","24","11","35",13021501.4550781,19302.7449331166
"724","783","03019048",GERRE DE`CAPRIOLI,CREMONA,CR,LOMBARDIA,"8366956.6135875","16524.3116003036","17","1","18",16795773.8339844,23416.8470986647
"725","784","03018065",FRASCAROLO,PAVIA,PV,LOMBARDIA,"24227249.3445995","41254.1628317364","1","1","2",48569898.7387695,58419.0431520884
"726","785","03017023",BOTTICINO,BRESCIA,BS,LOMBARDIA,"18560022.3045906","20472.2087460712","51","11","62",37862827.0356445,29247.742240366
"727","786","03020059",SAN MARTINO DALL`ARGINE,MANTOVA,MN,LOMBARDIA,"17075786.0718968","23428.1926876444","4","0","4",34280437.769043,33186.7783334452
"728","787","03012059",CUGLIATE - FABIASCO,VARESE,VA,LOMBARDIA,"6889169.82258523","18660.9034967114","2","1","3",14255776.3862305,26842.2520783039
"729","788","03012084",ISPRA,VARESE,VA,LOMBARDIA,"13979380.8460988","17203.364535784","0","1","1",28792590.8725586,24694.5677159698
"730","789","03098022",CORNO GIOVINE,LODI,LO,LOMBARDIA,"9822272.9738905","21982.4513572846","12","8","20",19749862.4199219,31168.6630846806
"731","790","03097001",ABBADIA LARIANA,LECCO,LC,LOMBARDIA,"16618816.4350535","22427.1036566337","12","0","12",34332681.8051758,32230.2785763959
"732","791","03017166",ROVATO,BRESCIA,BS,LOMBARDIA,"26128064.167996","27480.6621715962","94","24","118",53298504.559082,39254.4742218493
"733","792","03015038",BUSCATE,MILANO,MI,LOMBARDIA,"7764310.79040792","18049.7334783518","9","0","9",15840932.5654297,25782.9226788787
"734","793","03097044",LOMAGNA,LECCO,LC,LOMBARDIA,"3958895.67748055","13377.8134509583","12","3","15",8112469.83300781,19155.1253666991
"735","794","03097076",SIRTORI,LECCO,LC,LOMBARDIA,"4268364.43281142","14607.0669167874","5","0","5",8767125.75585938,20933.4748452768
"736","795","03012046",CASTIGLIONE OLONA,VARESE,VA,LOMBARDIA,"7031986.97949779","15190.3020619818","3","0","3",14453648.6772461,21784.8922315798
"737","796","03018098",MONTESEGALE,PAVIA,PV,LOMBARDIA,"14824339.6653335","20873.4288149291","1","0","1",29574645.0625,29487.2220736969
"738","797","03016107",GANDELLINO,BERGAMO,BG,LOMBARDIA,"25424736.5145721","24972.5115741485","5","3","8",52723393.7226563,35956.7872712497
"739","798","03012086",LAVENA PONTE TRESA,VARESE,VA,LOMBARDIA,"4474009.85376273","10826.7278662687","5","1","6",9262762.65966797,15580.0190427032
"740","799","03015070",CERNUSCO SUL NAVIGLIO,MILANO,MI,LOMBARDIA,"13307649.1624585","26575.9154107719","101","15","116",27131361.6669922,37945.1807610686
"741","800","03013053",CASNATE CON BERNATE,COMO,CO,LOMBARDIA,"5215766.91479203","11582.3770741375","11","5","16",10722451.9462891,16608.6548337612
"742","801","03012082",INARZO,VARESE,VA,LOMBARDIA,"2452632.36212832","8655.28502483432","3","0","3",5046775.19238281,12412.5078355478
"743","802","03016249",CORNALBA,BERGAMO,BG,LOMBARDIA,"9402875.46112262","12882.7806620088","1","0","1",19394540.1171875,18503.6014444289
"744","803","03015179",PREGNANA MILANESE,MILANO,MI,LOMBARDIA,"4917088.66515899","15577.302817454","15","1","16",10021247.0097656,22237.2663372012
"745","805","03097082",VALGREGHENTINO,LECCO,LC,LOMBARDIA,"6260297.5238491","15497.9778116713","7","0","7",12874903.7802734,22229.4926445903
"746","806","03097062",PADERNO D`ADDA,LECCO,LC,LOMBARDIA,"3551108.57621041","11749.831483227","17","2","19",7278061.95117188,16815.8050687325
"747","807","03013047",CARLAZZO,COMO,CO,LOMBARDIA,"12684453.0106151","20704.8309985315","6","1","7",26350695.0732422,29846.1734797671
"748","808","03018037",CASTEGGIO,PAVIA,PV,LOMBARDIA,"17912253.758047","25008.7501609684","20","14","34",35865161.4707031,35392.9979278733
"749","809","03013165",OLGIATE COMASCO,COMO,CO,LOMBARDIA,"10962124.7033977","16475.2495820566","8","1","9",22556833.9418945,23633.2530417733
"750","811","03016212",TELGATE,BERGAMO,BG,LOMBARDIA,"8363271.99502414","13283.8612830718","27","9","36",17105496.1474609,19001.3512373368
"751","812","03017140",PERTICA BASSA,BRESCIA,BS,LOMBARDIA,"30140722.2701194","27091.1517923171","6","0","6",61946800.8310547,38834.8846060085
"752","813","03097022",CIVATE,LECCO,LC,LOMBARDIA,"9093719.86591587","14894.6304298598","16","3","19",18740637.4306641,21379.5808233157
"753","815","03013026",BLEVIO,COMO,CO,LOMBARDIA,"5600636.38059865","10262.2795923927","3","0","3",11545575.0141602,14734.7611135259
"754","891","03016238",VILLA D`ADDA,BERGAMO,BG,LOMBARDIA,"5930636.43941995","12556.6584410852","27","9","36",12172761.1958008,17992.2507039114
"755","893","03019056",MALAGNINO,CREMONA,CR,LOMBARDIA,"10818008.4889598","23609.8658759937","17","2","19",21747499.543457,33473.5631093641
"756","894","03018006",BADIA PAVESE,PAVIA,PV,LOMBARDIA,"5028624.943957","16374.1282066607","1","1","2",10108492.3154297,23215.4205008268
"757","817","03017014",BEDIZZOLE,BRESCIA,BS,LOMBARDIA,"26412629.2608327","24925.5801906964","42","5","47",53784758.9833984,35564.7223367548
"758","818","03019001",ACQUANEGRA CREMONESE,CREMONA,CR,LOMBARDIA,"9230902.78745995","19865.0372702786","11","9","20",18587304.0058594,28204.4264469005
"759","819","03015183",ROBECCHETTO CON INDUNO,MILANO,MI,LOMBARDIA,"13969426.1283955","23392.9826967585","8","2","10",28470215.6953125,33393.8708715176
"760","820","03014003",ANDALO VALTELLINO,SONDRIO,SO,LOMBARDIA,"6721791.88455374","19553.1474569949","1","0","1",13995658.9584961,28226.0644037578
"761","821","03013113",GRIANTE,COMO,CO,LOMBARDIA,"6997403.24718533","11818.6660343776","1","0","1",14508427.4785156,17017.0427911099
"762","822","03019034",CREDERA RUBBIANO,CREMONA,CR,LOMBARDIA,"14384708.4094485","21801.2009708474","13","1","14",29091011.1552734,31011.6511537792
"763","824","03016042",BRUSAPORTO,BERGAMO,BG,LOMBARDIA,"5046122.90067047","10483.5525418935","29","11","40",10339692.7382813,15004.4570513255
"764","825","03016180",RIVA DI SOLTO,BERGAMO,BG,LOMBARDIA,"8522706.27053758","18876.7603128668","2","6","8",17522552.7802734,27063.7999023278
"765","826","03017139",PERTICA ALTA,BRESCIA,BS,LOMBARDIA,"20898828.3612648","29777.7746043993","1","0","1",42924080.4472656,42686.9149704332
"766","827","03020071",BORGO VIRGILIO,MANTOVA,MN,LOMBARDIA,"70306154.9402253","66481.3543070882","13","0","13",141057024.021973,94146.7589255692
"767","828","03020018",CAVRIANA,MANTOVA,MN,LOMBARDIA,"36856203.1028163","40343.3967146151","24","2","26",74640640.2114258,57410.4689507634
"768","829","03017124",ONO SAN PIETRO,BRESCIA,BS,LOMBARDIA,"13886964.8054878","25247.2801971537","3","2","5",28821727.3491211,36365.2887341052
"769","831","03018061",DORNO,PAVIA,PV,LOMBARDIA,"30600308.3680805","38637.9510431665","9","3","12",61567245.668457,54802.9715811725
"770","832","03018022",BREME,PAVIA,PV,LOMBARDIA,"19166654.986044","25535.6081207865","0","1","1",38541682.1118164,36211.7558480632
"771","830","03013192",PROSERPIO,COMO,CO,LOMBARDIA,"2554409.3787188","7834.80875999524","3","0","3",5264547.26025391,11245.9273137767
"772","833","03097037",GARBAGNATE MONASTERO,LECCO,LC,LOMBARDIA,"3467564.0003533","13266.5399565793","4","1","5",7130374.60400391,19023.197619064
"773","834","03017142",PIAN CAMUNO,BRESCIA,BS,LOMBARDIA,"10971285.967708","20372.0045294126","22","1","23",22607048.722168,29234.5865239767
"774","835","03017113",MONTICHIARI,BRESCIA,BS,LOMBARDIA,"81141996.8976452","40091.6238399846","164","18","182",164717626.274414,57118.175468938
"775","836","03016055",CAROBBIO DEGLI ANGELI,BERGAMO,BG,LOMBARDIA,"6810529.06104511","17748.8846749608","21","4","25",13951392.6943359,25398.8211354733
"776","837","03015122",LISCATE,MILANO,MI,LOMBARDIA,"9354357.35196801","19087.8012580232","12","2","14",19036986.5849609,27234.94404931
"777","838","03017202",VIONE,BRESCIA,BS,LOMBARDIA,"35445289.2719208","34108.3980039884","8","1","9",74168626.715332,49362.0382748525
"778","839","03018113",PIEVE DEL CAIRO,PAVIA,PV,LOMBARDIA,"25509108.335847","44043.48714697","6","4","10",51162824.0258789,62367.1978073344
"779","840","03020035",MOGLIA,MANTOVA,MN,LOMBARDIA,"31863781.0081043","39156.8758625802","13","2","15",63633341.6865234,55340.1898187568
"780","841","03017147",PONCARALE,BRESCIA,BS,LOMBARDIA,"12632907.303547","21061.8295480492","26","5","31",25689093.3891602,30033.7314901258
"781","842","03012062",CUVEGLIO,VARESE,VA,LOMBARDIA,"7664402.52838053","22073.2328393606","4","0","4",15840515.8085938,31733.4205432631
"782","843","03018176",VIDIGULFO,PAVIA,PV,LOMBARDIA,"15163117.9312935","30613.7103010626","10","1","11",30659002.6914063,43537.3310881766
"783","844","03018112",PIEVE ALBIGNOLA,PAVIA,PV,LOMBARDIA,"17379127.1121105","22976.4169435761","1","0","1",34912802.2275391,32565.5177948724
"784","845","03018035",CASSOLNOVO,PAVIA,PV,LOMBARDIA,"32012923.0826554","39207.7972287957","19","3","22",64906399.9462891,55816.7625955979
"785","846","03097011",BULCIAGO,LECCO,LC,LOMBARDIA,"3108428.6732897","12202.6302320022","5","0","5",6388755.24658203,17490.4394222347
"786","847","03020025",GAZZUOLO,MANTOVA,MN,LOMBARDIA,"22332166.1662908","24589.4487671765","6","2","8",44793045.6972656,34830.832713416
"787","848","03016222",URGNANO,BERGAMO,BG,LOMBARDIA,"14611327.3004804","19685.7625904951","43","22","65",29869983.9189453,28143.1687116535
"788","849","03097067",PERLEDO,LECCO,LC,LOMBARDIA,"12155821.5265208","18711.0066206","22","1","23",25221409.5136719,26954.8515356326
"789","850","03015151",MOTTA VISCONTI,MILANO,MI,LOMBARDIA,"10510750.575588","20061.4450142247","6","0","6",21247887.6586914,28526.1633107486
"790","851","03018067",GAMBARANA,PAVIA,PV,LOMBARDIA,"11949182.573369","27309.7812552309","1","0","1",23950719.6015625,38670.7075483227
"791","852","03017125",ORZINUOVI,BRESCIA,BS,LOMBARDIA,"48060193.0459855","55372.3703744163","133","47","180",97531417.5180664,78892.4101718101
"792","853","03018182",VOGHERA,PAVIA,PV,LOMBARDIA,"63158340.5513609","48890.2828712463","158","67","225",126456074.776855,69203.7756655637
"793","854","03016190",SAN PELLEGRINO TERME,BERGAMO,BG,LOMBARDIA,"22693789.9146049","23491.5875653765","39","12","51",46784720.6533203,33724.8820774732
"794","855","03018099",MONTICELLI PAVESE,PAVIA,PV,LOMBARDIA,"20254393.5487245","25074.5689308909","1","0","1",40696245.7460938,35544.8789604784
"795","856","03012075",GERENZANO,VARESE,VA,LOMBARDIA,"9846232.88072392","21958.9319262153","11","0","11",20151848.2641602,31410.4817740058
"796","857","03016186",ROTA D`IMAGNA,BERGAMO,BG,LOMBARDIA,"6049105.93842905","13436.112425843","4","3","7",12468741.6538086,19293.6063329393
"797","858","03013229",VALBRONA,COMO,CO,LOMBARDIA,"13521610.5553244","19092.3376840646","4","0","4",27913647.703125,27433.6442933428
"798","859","03016148",ONETA,BERGAMO,BG,LOMBARDIA,"17964077.4275393","22810.1793030358","5","1","6",37070088.847168,32781.4696206268
"799","860","03013003",ALBAVILLA,COMO,CO,LOMBARDIA,"10505518.3279199","22526.3238888056","9","3","12",21634939.1611328,32336.1563191705
"800","861","03012065",DUMENZA,VARESE,VA,LOMBARDIA,"18383622.3401907","24188.4766793655","3","0","3",38163794.6074219,34853.8625839026
"801","862","03018179",VILLANOVA D`ARDENGHI,PAVIA,PV,LOMBARDIA,"6047878.08895101","12502.2260762698","1","1","2",12175896.9135742,17746.7733772228
"802","863","03108002",AICURZIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"2468770.360868","11457.636789005","5","1","6",5054069.31640625,16399.383613433
"803","864","03108001",AGRATE BRIANZA,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"11253619.7514285","27718.3113526861","39","7","46",22983356.831543,39602.9233338536
"804","865","03016020",BARIANO,BERGAMO,BG,LOMBARDIA,"7143617.311372","13433.0050018657","21","5","26",14556781.2016602,19182.4840106593
"805","866","03016236",VIGANO SAN MARTINO,BERGAMO,BG,LOMBARDIA,"3726109.81099113","9270.68025515072","9","0","9",7651439.59570313,13280.7121216593
"806","867","03012124",SUMIRAGO,VARESE,VA,LOMBARDIA,"11490892.9496504","19816.9697452628","6","0","6",23604048.5966797,28408.6429367786
"807","868","03016198",SERIATE,BERGAMO,BG,LOMBARDIA,"12670873.1917037","22407.720264278","172","47","219",25965270.3579102,32084.1288887308
"808","869","03097078",SUELLO,LECCO,LC,LOMBARDIA,"2587382.36050904","9234.24322373837","22","4","26",5330356.95703125,13254.8506656503
"809","870","03018137",SAN MARTINO SICCOMARIO,PAVIA,PV,LOMBARDIA,"14324447.676732","21550.6902417612","14","0","14",28831158.027832,30570.4543286611
"810","871","03013147",MERONE,COMO,CO,LOMBARDIA,"3302136.29490568","14486.0017816481","10","1","11",6794219.35107422,20783.6467566815
"811","872","03016067",CAZZANO SANT`ANDREA,BERGAMO,BG,LOMBARDIA,"2422841.6501382","13684.5716402482","16","1","17",4989982.96875,19647.5065849392
"812","873","03018094",MONTALTO PAVESE,PAVIA,PV,LOMBARDIA,"19173092.731578","24378.2863599796","0","1","1",38346072.0888672,34469.7619512751
"813","874","03019016",CASALBUTTANO ED UNITI,CREMONA,CR,LOMBARDIA,"23181695.376665","35732.3352378279","26","8","34",46799783.1787109,50768.5904862849
"814","875","03016140",MORENGO,BERGAMO,BG,LOMBARDIA,"10022319.306488","16587.498362889","12","4","16",20442725.2880859,23695.2263564238
"815","876","03098028",GRAFFIGNANA,LODI,LO,LOMBARDIA,"10750694.265871","19704.8861024406","9","1","10",21674415.6181641,27984.3211992828
"816","877","03013024",BIZZARONE,COMO,CO,LOMBARDIA,"2808118.56632802","7559.81211142739","2","0","2",5788584.70117188,10850.0037403962
"817","878","03108018",CERIANO LAGHETTO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"7094466.1165224","13860.9713971469","7","0","7",14517291.9643555,19815.4003153173
"818","879","03015077",CINISELLO BALSAMO,MILANO,MI,LOMBARDIA,"12695193.7825505","22064.4725981107","144","26","170",25911612.980957,31517.3590901653
"819","880","03097003",ANNONE DI BRIANZA,LECCO,LC,LOMBARDIA,"5923162.13505195","12677.5353273999","11","0","11",12195371.7148438,18188.6777787268
"820","883","03020046",QUINGENTOLE,MANTOVA,MN,LOMBARDIA,"14102508.331814","22678.1918922136","2","0","2",28242678.8911133,32091.859867344
"821","884","03016035",BRACCA,BERGAMO,BG,LOMBARDIA,"5490420.61922696","10759.512735358","5","1","6",11310897.6713867,15449.2529684292
"822","885","03019043",FIESCO,CREMONA,CR,LOMBARDIA,"8114262.105989","18152.188613966","14","0","14",16430804.6494141,25834.0595088103
"823","886","03017062",CORTE FRANCA,BRESCIA,BS,LOMBARDIA,"14012241.993808","20918.7726632661","32","8","40",28670369.9130859,29923.7732482396
"824","887","03016063",CASTEL ROZZONE,BERGAMO,BG,LOMBARDIA,"1691926.3882535","8087.25646064233","18","3","21",3452620.81494141,11550.4680138807
"825","888","03017163",RODENGO - SAIANO,BRESCIA,BS,LOMBARDIA,"12850789.9353431","20435.3990803275","46","17","63",26257777.362793,29210.5216838798
"826","889","03108007",BERNAREGGIO,MONZA E DELLA BRIANZA,MB,LOMBARDIA,"5889093.3411585","18544.8594675603","31","6","37",12058894.4760742,26538.7473281151
"827","890","03015086",CORMANO,MILANO,MI,LOMBARDIA,"4457946.5094755","11138.7428788833","67","13","80",9094537.72607422,15906.8871846851
"828","896","03015168",PARABIAGO,MILANO,MI,LOMBARDIA,"14109940.5970495","24566.2256324455","43","3","46",28791304.4521484,35091.4582266712
"829","897","03020031",MARCARIA,MANTOVA,MN,LOMBARDIA,"89469448.3908166","58569.4592396138","16","2","18",179666516.645508,83004.4057041191
"830","926","03016142",MOZZANICA,BERGAMO,BG,LOMBARDIA,"9453266.83227901","22250.2264313896","13","4","17",19235026.7578125,31757.8695062194
"831","927","03016224",VALBREMBO,BERGAMO,BG,LOMBARDIA,"3615908.75457298","9438.12729341769","31","7","38",7421766.77050781,13518.00758025
"832","898","03017021",BORGOSATOLLO,BRESCIA,BS,LOMBARDIA,"8375006.19893778","15863.4843013068","91","15","106",17042496.8149414,22636.2276233499
"833","899","03012092",LUINO,VARESE,VA,LOMBARDIA,"20651944.8649852","24514.0230877904","6","0","6",42827716.0273438,35305.2031529944
"834","900","03015130",MAGENTA,MILANO,MI,LOMBARDIA,"21837050.2018785","33695.1367382139","76","3","79",44407679.5024414,48046.94393012
"835","902","03019073",PIERANICA,CREMONA,CR,LOMBARDIA,"2756158.4455195","10890.5011575434","6","3","9",5599777.66699219,15527.6808730656
"836","903","03016152",OSIO SOPRA,BERGAMO,BG,LOMBARDIA,"5142355.178052","12416.9239829396","28","6","34",10522277.0620117,17752.6247500198
"837","906","03019075",PIEVE SAN GIACOMO,CREMONA,CR,LOMBARDIA,"14954279.8790266","23992.7944598758","9","2","11",30058896.2236328,34013.1999420072
"838","907","03014073",VALFURVA,SONDRIO,SO,LOMBARDIA,"215170829.286719","70082.8807900265","17","1","18",452967330.253418,101664.201775981
"839","908","03015189",ROZZANO,MILANO,MI,LOMBARDIA,"12273846.0390105","21563.7417139878","69","18","87",24898718.1640625,30719.6744475189
"840","909","03013245",VILLA GUARDIA,COMO,CO,LOMBARDIA,"7831011.84799766","14615.4885542145","7","3","10",16107252.8305664,20962.5391407863
"841","910","03016158",PARRE,BERGAMO,BG,LOMBARDIA,"22335748.1691019","23105.1431842643","24","4","28",46147853.5385742,33216.2854235675
"842","911","03016132",MAPELLO,BERGAMO,BG,LOMBARDIA,"8655740.21647017","17171.7975806399","42","8","50",17759985.2602539,24598.6389318884
"843","913","03097068",PESCATE,LECCO,LC,LOMBARDIA,"1973507.80819472","7448.78113053025","6","1","7",4067317.39013672,10699.9087000323
"844","914","03016076",CIVIDATE AL PIANO,BERGAMO,BG,LOMBARDIA,"9946343.2944375","19528.6544821069","39","10","49",20290591.6748047,27890.6844826167
"845","915","03016016",AZZANO SAN PAOLO,BERGAMO,BG,LOMBARDIA,"4253345.2350895","11345.5059922923","31","14","45",8711661.79394531,16235.6321350937
"846","917","03019005",BAGNOLO CREMASCO,CREMONA,CR,LOMBARDIA,"10383290.740375","21731.0007248216","33","5","38",21048849.0639648,30942.3293745081
"847","918","03098004",BORGHETTO LODIGIANO,LODI,LO,LOMBARDIA,"23525205.20849","34758.4155204232","47","14","61",47435114.1977539,49356.2973796906
"848","919","03019103",STAGNO LOMBARDO,CREMONA,CR,LOMBARDIA,"39962445.8508925","34374.6716215374","10","7","17",80147664.7495117,48689.36709153
"849","920","03018014",BEREGUARDO,PAVIA,PV,LOMBARDIA,"17431150.843142","21523.2389132584","9","0","9",35200047.1240234,30590.8327142516
"850","922","03097046",MANDELLO DEL LARIO,LECCO,LC,LOMBARDIA,"42442579.4389934","43636.8125292797","21","5","26",87768935.7543945,62744.4419117487
"851","923","03015173",PIEVE EMANUELE,MILANO,MI,LOMBARDIA,"13058168.9613165","22407.8264251125","30","6","36",26460133.7519531,31901.4918514665
"852","924","03018145",SAN ZENONE AL PO,PAVIA,PV,LOMBARDIA,"7074197.65301301","14710.9950472568","1","0","1",14214909.8505859,20855.3459177907
"853","925","03017114",MONTIRONE,BRESCIA,BS,LOMBARDIA,"10531936.244718","16354.9393595021","43","12","55",21407138.9589844,23323.971220039
"854","941","03018121",RETORBIDO,PAVIA,PV,LOMBARDIA,"11563754.8536865","19186.0698401603","5","3","8",23104607.3720703,27125.414959923
"855","942","03016115",GORLE,BERGAMO,BG,LOMBARDIA,"2448590.42861677","8963.66340759102","40","10","50",5023076.67675781,12841.8345808417
"856","943","03097045",MALGRATE,LECCO,LC,LOMBARDIA,"1857360.63926947","6623.33133013296","15","3","18",3830237.89306641,9510.83632482622
"857","944","03016118",GROMO,BERGAMO,BG,LOMBARDIA,"19855103.1576656","26292.9143055735","13","4","17",41123941.4799805,37832.3310208122
"858","945","03016127",LOCATELLO,BERGAMO,BG,LOMBARDIA,"3914971.9076944","11831.674859196","2","2","4",8071939.41259766,16993.3100767792
"859","947","03019095",SESTO ED UNITI,CREMONA,CR,LOMBARDIA,"26443822.8295331","39259.1864087588","18","3","21",53261471.5371094,55725.1857120861
"860","948","03016048",CAMERATA CORNELLO,BERGAMO,BG,LOMBARDIA,"12603591.2417347","16141.0128699824","3","2","5",26053801.4086914,23211.9180585719
"861","949","03020052",RONCOFERRARO,MANTOVA,MN,LOMBARDIA,"63337946.7881461","46174.1550815294","5","0","5",127247617.099121,65447.8543578512
"862","950","03014032",GORDONA,SONDRIO,SO,LOMBARDIA,"63664202.9396052","42443.8659756432","9","1","10",133344277.654297,61429.9344087631
"863","951","03013206",SAN FERMO DELLA BATTAGLIA,COMO,CO,LOMBARDIA,"5832028.16765665","12765.7640500918","13","1","14",12010386.75,18318.2727106393
"864","952","03016245",ZANICA,BERGAMO,BG,LOMBARDIA,"15109698.5143389","21484.3373945821","39","16","55",30919857.7436523,30731.2207938324
"865","953","03016128",LOVERE,BERGAMO,BG,LOMBARDIA,"6878081.28742448","14507.2399984655","39","7","46",14167971.1264648,20829.0630033675
"866","954","03015242",VIMODRONE,MILANO,MI,LOMBARDIA,"4792571.72431651","14526.2124721595","37","10","47",9767258.13378906,20733.7414389822
"867","955","03016033",BOSSICO,BERGAMO,BG,LOMBARDIA,"6414409.71408783","15903.0308378172","4","1","5",13222474.8168945,22832.5572372984
"868","956","03017020",BORGO SAN GIACOMO,BRESCIA,BS,LOMBARDIA,"29286102.96936","35781.5251355835","64","15","79",59322921.980957,50923.2785412189
"869","957","03097020",CERNUSCO LOMBARDONE,LECCO,LC,LOMBARDIA,"3794797.58575807","12380.4338252768","23","2","25",7781993.81396484,17732.9538970655
"870","958","03097008",BELLANO,LECCO,LC,LOMBARDIA,"22890633.1747173","26281.4302006927","21","3","24",47541742.2001953,37874.4358378233
"871","959","03014023",COLORINA,SONDRIO,SO,LOMBARDIA,"17786371.5178608","19570.970631891","2","0","2",37065796.3920898,28256.747813168
"872","960","03015226",TURBIGO,MILANO,MI,LOMBARDIA,"8539199.00358151","15220.6168130499","10","1","11",17410192.9550781,21736.2403820801
"873","961","03019083",RIVAROLO DEL RE ED UNITI,CREMONA,CR,LOMBARDIA,"27298580.5698544","27279.2926518087","8","2","10",54692195.8364258,38595.3919118189
"874","963","03098023",CORNOVECCHIO,LODI,LO,LOMBARDIA,"6527503.3078355","13653.862126893","3","0","3",13130804.925293,19365.6017807441
"875","964","03018191",CORNALE E BASTIDA,PAVIA,PV,LOMBARDIA,"4283409.7415245","17362.8766345694","3","3","6",8587816.94091797,24584.6933663294
"876","965","03019052",GUSSOLA,CREMONA,CR,LOMBARDIA,"25157465.2231976","29726.1123081785","12","2","14",50356195.875,42078.5890842036
"877","966","03013036",CADORAGO,COMO,CO,LOMBARDIA,"7159714.9169998","18654.6230926946","14","1","15",14698626.2626953,26733.2824282984
"878","967","03014029",FORCOLA,SONDRIO,SO,LOMBARDIA,"15906404.7076227","23317.0823205018","2","0","2",33145351.1586914,33660.777507992
"879","968","03016161",PEIA,BERGAMO,BG,LOMBARDIA,"4455826.38558425","11376.2534017207","6","7","13",9170914.56640625,16319.0012938249
